Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Snowday?
-4.8,-19,-11.9,29.9,0,0,0,0,10,0
-6.3,-13.2,-9.8,27.8,0,0,0.4,0.4,11,0
-11.8,-14.3,-13.1,31.1,0,0,0,0,18,0
-9.9,-18.2,-14.1,32.1,0,0,0,0,14,0
-5.1,-12.2,-8.7,26.7,0,0,0,0,10,0
-7.3,-14,-10.7,28.7,0,0,0,0,10,0
-4.7,-12.1,-8.4,26.4,0,0,0,0,10,0
1.3,-10.6,-4.7,22.7,0,0.4,0,0.4,11,0
5.5,-5.6,-0.1,18.1,0,1.1,0.4,1.5,11,0
-2.2,-7.8,-5,23,0,0,0,0,8,0
0.7,-10.8,-5.1,23.1,0,0,4,2.5,7,0
-1,-6.2,-3.6,21.6,0,0,1,1,11,0
4,1.1,2.6,15.4,0,0,0,0,0,0
0.3,-9,-4.4,22.4,0,4,2,6,5,0
7.1,-5.6,0.8,17.2,0,2.1,0,2.1,6,0
3.3,0.5,1.9,16.1,0,0,0,0,6,0
-2.7,-9,-5.9,23.9,0,0,0,0,6,0
-5.8,-9.2,-7.5,25.5,0,0,1,0.9,5,0
-5.8,-9,-7.4,25.4,0,0,2.5,1.1,8,0
-3.4,-7.9,-5.7,23.7,0,0,1.2,1.2,9,0
-16.5,-18.3,-17.4,35.4,0,0,0,0,10,0
-4.3,-21.4,-12.9,30.9,0,0,1,0.8,10,0
-6.5,-24.3,-15.4,33.4,0,0,3.9,3.9,10,0
-3.8,-11.8,-7.8,25.8,0,0,37,35.3,14,0
0.1,-11.2,-5.6,23.6,0,0,0.4,0.4,40,0
-7.2,-22,-14.6,32.6,0,0,0,0,38,0
3.2,-23.1,-10,28,0,2.8,3,5.8,37,0
-7.4,-18.3,-12.9,30.9,0,0,0,0,24,0
-4.9,-19,-12,30,0,0,0.6,0.6,24,0
1.4,-7.3,-3,21,0,26,5,31,24,0
1.5,-1.2,0.2,17.8,0,1.4,1,2.2,24,0
-8.6,-15,-11.8,29.8,0,0,0,0,24,0
1.5,-8.2,-3.4,21.4,0,0,0,0,26,1
-8.9,-17.7,-13.3,31.3,0,0,10,10,26,0
-7.3,-12.6,-10,28,0,0,0.4,0.4,36,0
-10.6,-23.6,-17.1,35.1,0,0,0,0,34,0
-3.8,-23.5,-13.7,31.7,0,0,0,0,34,0
5.8,-2.7,1.6,16.4,0,0.7,0,0.7,34,0
6.3,0.9,3.6,14.4,0,0,0,0,31,0
12.5,0.5,6.5,11.5,0,3.7,0,3.7,26,0
5,3.4,4.2,13.8,0,0.4,0,0.4,22,0
4,-1.2,1.4,16.6,0,0,0,0,18,0
4,-7.8,-1.9,19.9,0,0,0,0,0,0
5,-6,-0.5,18.5,0,0.2,3.4,3.6,0,0
3,-1.5,0.8,17.2,0,0,0.2,0.2,3,0
-0.5,-7,-3.8,21.8,0,9.4,5,14.4,0,1
6,-3,1.5,16.5,0,0,0,0,0,0
10.5,-4,3.3,14.7,0,14.6,0,14.6,0,0
14.5,3.5,9,9,0,8.4,0,8.4,0,0
12.5,8,10.3,7.7,0,0,0,0,0,0
-1.5,-9,-5.3,23.3,0,0,0,0,0,0
0,-9.5,-4.8,22.8,0,0,0,0,0,0
1.5,-5,-1.8,19.8,0,2,18,16.4,0,0
6,-3,1.5,16.5,0,1.2,0,1.2,18,0
-2,-4.5,-3.3,21.3,0,0,0.6,0.6,4,0
6,-2.5,1.8,16.2,0,7,0,7,5,0
6,0,3,15,0,0,0,0,0,0
7,-4,1.5,16.5,0,0,0,0,0,0
10.5,-3,3.8,14.2,0,0,0,0,0,0
14.5,-0.5,7,11,0,0,0,0,0,0
15,7,11,7,0,3.4,0,3.4,0,0
14.5,1.5,8,10,0,0,0,0,0,0
15.5,0,7.8,10.2,0,0,0,0,0,0
22,0.5,11.3,6.7,0,5.2,0,5.2,0,0
14,11.5,12.8,5.2,0,1,0,1,0,0
9,0,4.5,13.5,0,0,0,0,0,0
11,1,6,12,0,0,0,0,0,0
9,-2.5,3.3,14.7,0,0,0,0,0,0
9.5,-1.5,4,14,0,0,0,0,0,0
13,-1,6,12,0,0,0,0,0,0
10.5,6.5,8.5,9.5,0,0,0,0,0,0
16,0.5,8.3,9.7,0,0,0,0,0,0
15,5,10,8,0,0,0,0,0,0
19.5,9.5,14.5,3.5,0,0,0,0,0,0
22.5,4.5,13.5,4.5,0,0,0,0,0,0
13,0.5,6.8,11.2,0,0,0,0,0,0
18.5,1.5,10,8,0,0,0,0,0,0
22.5,4,13.3,4.7,0,0,0,0,0,0
26.5,9.5,18,0,0,1,0,1,0,0
23,16.5,19.8,0,1.8,5.8,0,5.8,0,0
13,3,8,10,0,0,0,0,0,0
16,1,8.5,9.5,0,0,0,0,0,0
17,5.5,11.3,6.7,0,0,0,0,0,0
20.5,10,15.3,2.7,0,0,0,0,0,0
24.5,6,15.3,2.7,0,0,0,0,0,0
26.5,9.5,18,0,0,0,0,0,0,0
29,8.5,18.8,0,0.8,1.2,0,1.2,0,0
26,16,21,0,3,0,0,0,0,0
25.5,12.5,19,0,1,0.8,0,0.8,0,0
30.5,14,22.3,0,4.3,0,0,0,0,0
28.5,18.5,23.5,0,5.5,0,0,0,0,0
23,14.5,18.8,0,0.8,0,0,0,0,0
25,10,17.5,0.5,0,2.2,0,2.2,0,0
24,15,19.5,0,1.5,0.4,0,0.4,0,0
26,13,19.5,0,1.5,0,0,0,0,0
23,16,19.5,0,1.5,0,0,0,0,0
21,12.5,16.8,1.2,0,2.2,0,2.2,0,0
13,8.5,10.8,7.2,0,0,0,0,0,0
19,7.5,13.3,4.7,0,0,0,0,0,0
19.5,7.5,13.5,4.5,0,3.6,0,3.6,0,0
21,10,15.5,2.5,0,0,0,0,0,0
25,8,16.5,1.5,0,0,0,0,0,0
27.5,11.5,19.5,0,1.5,0,0,0,0,0
28.5,12,20.3,0,2.3,0,0,0,0,0
29.5,11,20.3,0,2.3,0,0,0,0,0
32.5,17.5,25,0,7,0,0,0,0,0
23.5,15,19.3,0,1.3,0,0,0,0,0
22,15,18.5,0,0.5,0,0,0,0,0
25.5,10.5,18,0,0,0,0,0,0,0
28,10,19,0,1,0,0,0,0,0
29.5,20,24.8,0,6.8,0,0,0,0,0
25.5,19.5,22.5,0,4.5,3.2,0,3.2,0,0
25,16.5,20.8,0,2.8,0,0,0,0,0
29,13,21,0,3,0,0,0,0,0
27,12,19.5,0,1.5,12.6,0,12.6,0,0
29.5,15,22.3,0,4.3,0,0,0,0,0
32,12.5,22.3,0,4.3,0,0,0,0,0
31,18,24.5,0,6.5,0,0,0,0,0
29.5,20,24.8,0,6.8,0,0,0,0,0
22,17.5,19.8,0,1.8,9.2,0,9.2,0,0
28.5,11,19.8,0,1.8,0,0,0,0,0
29,14.5,21.8,0,3.8,0,0,0,0,0
31.5,17.5,24.5,0,6.5,6.2,0,6.2,0,0
28.5,22,25.3,0,7.3,6,0,6,0,0
28,18.5,23.3,0,5.3,4.8,0,4.8,0,0
28.5,16.5,22.5,0,4.5,0,0,0,0,0
23,12.5,17.8,0.2,0,0,0,0,0,0
26.5,11.5,19,0,1,0,0,0,0,0
31.5,14,22.8,0,4.8,0,0,0,0,0
32.5,23,27.8,0,9.8,0,0,0,0,0
28.5,17.5,23,0,5,0.6,0,0.6,0,0
29.5,19,24.3,0,6.3,0,0,0,0,0
30.5,15.5,23,0,5,8.2,0,8.2,0,0
27.5,19.5,23.5,0,5.5,0,0,0,0,0
25,16,20.5,0,2.5,0,0,0,0,0
29.5,18,23.8,0,5.8,0,0,0,0,0
29.5,15,22.3,0,4.3,0,0,0,0,0
30.5,14.5,22.5,0,4.5,0,0,0,0,0
33.5,18,25.8,0,7.8,0,0,0,0,0
32.5,19.5,26,0,8,0,0,0,0,0
30,12.5,21.3,0,3.3,0,0,0,0,0
32,13.5,22.8,0,4.8,0,0,0,0,0
34,20,27,0,9,0,0,0,0,0
34,20.5,27.3,0,9.3,0,0,0,0,0
25.5,19,22.3,0,4.3,7.6,0,7.6,0,0
27.5,15,21.3,0,3.3,0,0,0,0,0
22.5,17,19.8,0,1.8,23.4,0,23.4,0,0
27.5,16,21.8,0,3.8,0,0,0,0,0
27,18,22.5,0,4.5,0.6,0,0.6,0,0
29,13,21,0,3,0,0,0,0,0
22,10.5,16.3,1.7,0,0,0,0,0,0
27.5,10,18.8,0,0.8,0,0,0,0,0
28.5,14.5,21.5,0,3.5,0.4,0,0.4,0,0
30,20.5,25.3,0,7.3,2.4,0,2.4,0,0
28,19.5,23.8,0,5.8,0,0,0,0,0
24.5,16,20.3,0,2.3,0,0,0,0,0
25.5,12.5,19,0,1,0,0,0,0,0
27,17.5,22.3,0,4.3,0,0,0,0,0
23,12.5,17.8,0.2,0,0,0,0,0,0
20,12.5,16.3,1.7,0,0,0,0,0,0
28,8.5,18.3,0,0.3,0,0,0,0,0
30,11,20.5,0,2.5,0,0,0,0,0
28.5,16,22.3,0,4.3,13.8,0,13.8,0,0
27.5,20.5,24,0,6,3.6,0,3.6,0,0
26.5,19.5,23,0,5,0,0,0,0,0
24,7.5,15.8,2.2,0,0,0,0,0,0
27,10.5,18.8,0,0.8,0,0,0,0,0
18.5,15.5,17,1,0,0,0,0,0,0
18,4.5,11.3,6.7,0,0,0,0,0,0
22.5,4.5,13.5,4.5,0,0,0,0,0,0
26,14,20,0,2,0,0,0,0,0
26,16,21,0,3,0,0,0,0,0
26,12,19,0,1,0,0,0,0,0
23.5,15,19.3,0,1.3,9,0,9,0,0
17.5,11,14.3,3.7,0,0,0,0,0,0
17,3.5,10.3,7.7,0,1.2,0,1.2,0,0
21.5,10.5,16,2,0,0,0,0,0,0
20,10,15,3,0,0,0,0,0,0
19,8.5,13.8,4.2,0,0,0,0,0,0
18.5,10.5,14.5,3.5,0,0,0,0,0,0
20,13.5,16.8,1.2,0,0,0,0,0,0
20,8,14,4,0,0,0,0,0,0
20.5,7.5,14,4,0,0,0,0,0,0
22.5,6,14.3,3.7,0,0,0,0,0,0
25,7,16,2,0,0,0,0,0,0
12,1,6.5,11.5,0,0,0,0,0,0
19,0,9.5,8.5,0,0,0,0,0,0
20.5,5.5,13,5,0,2,0,2,0,0
14,9,11.5,6.5,0,0,0,0,0,0
13,-2,5.5,12.5,0,0,0,0,0,0
15,7,11,7,0,8,0,8,0,0
24,8,16,2,0,0,0,0,0,0
17,10,13.5,4.5,0,0.2,0,0.2,0,0
12.5,5,8.8,9.2,0,22.4,0,22.4,0,0
10,9,9.5,8.5,0,20.4,0,20.4,0,0
7.5,3.5,5.5,12.5,0,0,0,0,0,0
6.5,0,3.3,14.7,0,0,0,0,0,0
3,-2,0.5,17.5,0,0,0,0,0,0
3,-3,0,18,0,7.2,8,15.2,0,0
5,0,2.5,15.5,0,8.8,0,8.8,2,0
4.5,0.5,2.5,15.5,0,0,0,0,0,0
8.5,-2.5,3,15,0,0.2,0,0.2,0,0
17,6,11.5,6.5,0,3.8,0,3.8,0,0
12,6.5,9.3,8.7,0,3.2,0,3.2,0,0
6.5,0,3.3,14.7,0,0.6,0,0.6,0,0
14,-2.5,5.8,12.2,0,0,0,0,0,0
16.5,-0.5,8,10,0,0,0,0,0,0
5,4,4.5,13.5,0,0,0,0,0,0
13,-2.5,5.3,12.7,0,0,0,0,0,0
6.5,3,4.8,13.2,0,0,0,0,0,0
14,4,9,9,0,0,0,0,0,0
12,0,6,12,0,3.4,0,3.4,0,0
10,3,6.5,11.5,0,0.4,0,0.4,0,0
11,2,6.5,11.5,0,0,0,0,0,0
10.5,1,5.8,12.2,0,0,0,0,0,0
-1,-4,-2.5,20.5,0,0,3.4,3,5,0
0.5,-3,-1.3,19.3,0,0,0,0,5,0
-0.5,-5.5,-3,21,0,0,2.4,2.4,6,0
0,-5,-2.5,20.5,0,0,3.8,3.6,5,0
1,-1,0,18,0,0.8,0,0.8,4,0
1,-1.5,-0.3,18.3,0,0.2,0,0.2,0,0
2,-2.5,-0.3,18.3,0,1.1,0,1.1,0,0
7.5,1,4.3,13.7,0,26.4,0,26.4,0,0
8,2.5,5.3,12.7,0,1,0,1,0,0
5,2,3.5,14.5,0,0,0,0,0,0
-0.5,-5,-2.8,20.8,0,0,1.4,0.8,3,0
3,-7.5,-2.3,20.3,0,0,2,2,5,0
5,-2,1.5,16.5,0,0,0,0,3,0
1.5,-0.5,0.5,17.5,0,0,2.2,2,2,0
-4,-6.5,-5.3,23.3,0,0,0,0,2,0
-2,-6.5,-4.3,22.3,0,0,3,1.6,14,0
1.5,-6.5,-2.5,20.5,0,0,0.4,0.2,14,0
-4.5,-9,-6.8,24.8,0,0,3,2.2,14,0
-13,-16.5,-14.8,32.8,0,0,0,0,14,0
-12.5,-27.5,-20,38,0,0,4,4,13,0
-8.5,-26,-17.3,35.3,0,0,0,0,21,0
0,-20,-10,28,0,0,0,0,20,0
4,-6,-1,19,0,0,6,4.4,19,0
2,-2.5,-0.3,18.3,0,0,0.4,0.4,25,0
2,-1.5,0.3,17.7,0,0,3,1.4,21,0
-5.5,-25,-15.3,33.3,0,0,0,0,26,0
4,-13,-4.5,22.5,0,3,8.8,11.8,25,0
6,-6,0,18,0,3.2,0,3.2,32,0
4,1.5,2.8,15.2,0,0.2,0.2,0.4,26,0
-6,-9.5,-7.8,25.8,0,0,0,0,23,0
4,-14.5,-5.3,23.3,0,0,0,0,20,0
-1,-10,-5.5,23.5,0,1,5.8,6.8,19,0
0.5,-4.5,-2,20,0,0.2,0,0.2,24,0
2,-2,0,18,0,0,0,0,26,0
2,0.5,1.3,16.7,0,0.3,0,0.3,23,0
-0.5,-3,-1.8,19.8,0,0,0,0,20,0
-1,-3,-2,20,0,1.8,4.2,6,20,0
1,-3.5,-1.3,19.3,0,0,1.6,1.6,23,0
1,0,0.5,17.5,0,0.4,0,0.4,23,0
0.5,-1.5,-0.5,18.5,0,0,0.4,0.4,22,0
-10.5,-16.5,-13.5,31.5,0,0,0,0,23,0
-8.5,-21.5,-15,33,0,0,1.6,1.4,23,0
-5,-12,-8.5,26.5,0,0,0,0,24,0
-6,-15,-10.5,28.5,0,0,0.6,0.4,23,0
-5,-9.5,-7.3,25.3,0,0,0,0,23,0
-9,-15,-12,30,0,0,5.8,4.8,27,0
3,-11,-4,22,0,2,14,16,32,0
-1,-10,-5.5,23.5,0,0,0,0,32,0
-10,-17,-13.5,31.5,0,0,0,0,32,0
-12,-17.5,-14.8,32.8,0,0,3,2.2,32,0
-3.5,-10,-6.8,24.8,0,0,0,0,51,0
-3,-14,-8.5,26.5,0,0,16,10.6,51,0
-0.5,-6,-3.3,21.3,0,0,3,2,66,0
-3,-8.5,-5.8,23.8,0,0,0,0,64,0
-2.5,-11,-6.8,24.8,0,0,0,0,60,0
2,-11.5,-4.8,22.8,0,1.4,0,1.4,0,0
5,-1,2,16,0,0,0,0,39,0
12.5,2,7.3,10.7,0,0,0,0,39,0
3,0.5,1.8,16.2,0,3,0,3,35,0
4.5,-3,0.8,17.2,0,0,0,0,19,0
4.5,-7,-1.3,19.3,0,15.6,0,15.6,18,0
5,1,3,15,0,2.4,2,4.6,18,0
-8,-13,-10.5,28.5,0,0,0,0,19,0
-9.5,-15,-12.3,30.3,0,0,0,0,19,0
-1,-12,-6.5,24.5,0,0,0.4,0.8,17,0
6.5,-4,1.3,16.7,0,10.4,0,10.4,17,1
8.5,1,4.8,13.2,0,0,0,0,15,0
-0.5,-5,-2.8,20.8,0,0,0,0,13,0
-6.5,-8.5,-7.5,25.5,0,0,0,0,13,0
5,-9.5,-2.3,20.3,0,1.4,0,1.4,16,0
6.5,0.5,3.5,14.5,0,0,0,0,14,0
-6,-15,-10.5,28.5,0,0,0,0,13,0
3,-12.5,-4.8,22.8,0,0,7,5.6,12,0
1,-4,-1.5,19.5,0,6,7,12.6,17,0
3,-1.5,0.8,17.2,0,7.6,0,7.6,15,0
6,1,3.5,14.5,0,0,0,0,13,0
5.5,-0.5,2.5,15.5,0,0,0,0,10,0
5.5,-5.5,0,18,0,0,0,0,7,0
2,0,1,17,0,7.2,0,7.2,3,0
8,-2,3,15,0,10.8,0,10.8,1,0
4,0.5,2.3,15.7,0,25.2,0,25.2,0,0
8.5,2,5.3,12.7,0,2.4,0,2.4,0,0
4,2.5,3.3,14.7,0,27.8,0,27.8,0,0
3.5,2,2.8,15.2,0,0,0,0,0,0
23.5,6.5,15,3,0,1.8,0,1.8,0,0
8.5,4.5,6.5,11.5,0,2.2,0,2.2,0,0
8.5,5.5,7,11,0,0,0,0,0,0
13.5,1,7.3,10.7,0,0,0,0,0,0
10,-2.5,3.8,14.2,0,0,0,0,0,0
10,3,6.5,11.5,0,15.2,0,15.2,0,0
11,3.5,7.3,10.7,0,8.8,0,8.8,0,0
14,6,10,8,0,1.4,0,1.4,0,0
11,0,5.5,12.5,0,0,0,0,0,0
14,3.5,8.8,9.2,0,2.6,0,2.6,0,0
17.5,8.5,13,5,0,0,0,0,0,0
26,12,19,0,1,5.4,0,5.4,0,0
19,12,15.5,2.5,0,0,0,0,0,0
14,3.5,8.8,9.2,0,34.4,0,34.4,0,0
14.5,7.5,11,7,0,2.6,0,2.6,0,0
14,4,9,9,0,0,0,0,0,0
15.5,1,8.3,9.7,0,11.8,0,11.8,0,0
9.5,7,8.3,9.7,0,39.2,0,39.2,0,0
5.5,0.5,3,15,0,0,0,0,0,0
9,-0.5,4.3,13.7,0,0,0,0,0,0
14.5,2.5,8.5,9.5,0,0,0,0,0,0
13.5,5.5,9.5,8.5,0,0,0,0,0,0
19.5,7.5,13.5,4.5,0,0.6,0,0.6,0,0
19.5,8,13.8,4.2,0,0,0,0,0,0
21,8,14.5,3.5,0,0,0,0,0,0
31,12,21.5,0,3.5,0,0,0,0,0
30,20,25,0,7,0.8,0,0.8,0,0
16.5,8.5,12.5,5.5,0,0,0,0,0,0
18,11,14.5,3.5,0,1.2,0,1.2,0,0
21,7,14,4,0,0,0,0,0,0
24,11.5,17.8,0.2,0,0,0,0,0,0
19,14.5,16.8,1.2,0,12.2,0,12.2,0,0
16.5,12,14.3,3.7,0,0.8,0,0.8,0,0
18,14,16,2,0,25.2,0,25.2,0,0
22.5,14,18.3,0,0.3,5.2,0,5.2,0,0
22,12,17,1,0,0.8,0,0.8,0,0
16,11.5,13.8,4.2,0,0.4,0,0.4,0,0
15,8.5,11.8,6.2,0,0,0,0,0,0
16,13.5,14.8,3.2,0,16.4,0,16.4,0,0
15,11,13,5,0,12,0,12,0,0
25,6.5,15.8,2.2,0,0,0,0,0,0
27.5,13.5,20.5,0,2.5,0,0,0,0,0
23,15,19,0,1,0,0,0,0,0
32.5,22,27.3,0,9.3,0,0,0,0,0
25,21,23,0,5,0,0,0,0,0
22.5,12,17.3,0.7,0,0,0,0,0,0
23,11,17,1,0,16,0,16,0,0
22.5,13,17.8,0.2,0,0,0,0,0,0
27,20.5,23.8,0,5.8,3,0,3,0,0
25,16,20.5,0,2.5,2,0,2,0,0
23,14.5,18.8,0,0.8,0,0,0,0,0
24.5,14.5,19.5,0,1.5,14,0,14,0,0
24,16,20,0,2,1,0,1,0,0
21.5,12.5,17,1,0,0.6,0,0.6,0,0
19,11,15,3,0,1.6,0,1.6,0,0
23.5,12,17.8,0.2,0,3,0,3,0,0
17.5,14.5,16,2,0,25.4,0,25.4,0,0
23.5,15,19.3,0,1.3,23,0,23,0,0
24.5,15,19.8,0,1.8,0,0,0,0,0
26,12.5,19.3,0,1.3,0,0,0,0,0
27.5,12,19.8,0,1.8,0,0,0,0,0
28,15,21.5,0,3.5,0,0,0,0,0
27.5,19.5,23.5,0,5.5,20.6,0,20.6,0,0
25,17,21,0,3,0.8,0,0.8,0,0
27,17,22,0,4,14.6,0,14.6,0,0
22,16,19,0,1,8,0,8,0,0
23.5,12.5,18,0,0,0,0,0,0,0
20.5,16,18.3,0,0.3,15.2,0,15.2,0,0
26,18,22,0,4,0,0,0,0,0
29.5,17,23.3,0,5.3,0,0,0,0,0
28,17.5,22.8,0,4.8,0,0,0,0,0
28.5,18,23.3,0,5.3,0,0,0,0,0
28,16.5,22.3,0,4.3,0,0,0,0,0
17.5,14,15.8,2.2,0,44,0,44,0,0
23,13.5,18.3,0,0.3,0,0,0,0,0
26,11.5,18.8,0,0.8,0,0,0,0,0
26,20,23,0,5,0,0,0,0,0
23,14,18.5,0,0.5,0,0,0,0,0
27,15,21,0,3,0,0,0,0,0
29,14,21.5,0,3.5,0,0,0,0,0
30,18.5,24.3,0,6.3,0,0,0,0,0
26,17,21.5,0,3.5,5.8,0,5.8,0,0
28,18,23,0,5,1.6,0,1.6,0,0
22,12,17,1,0,0,0,0,0,0
24,14,19,0,1,0,0,0,0,0
24,15.5,19.8,0,1.8,0,0,0,0,0
25.5,14.5,20,0,2,0,0,0,0,0
27,15,21,0,3,3.4,0,3.4,0,0
26.5,14.5,20.5,0,2.5,0,0,0,0,0
26,18,22,0,4,0,0,0,0,0
23,13,18,0,0,0,0,0,0,0
25.5,13,19.3,0,1.3,23.8,0,23.8,0,0
23,16,19.5,0,1.5,3.4,0,3.4,0,0
28,16.5,22.3,0,4.3,9.6,0,9.6,0,0
26,19,22.5,0,4.5,17.6,0,17.6,0,0
22.5,15,18.8,0,0.8,0,0,0,0,0
20.5,14,17.3,0.7,0,0,0,0,0,0
20,10,15,3,0,0,0,0,0,0
24,10,17,1,0,0,0,0,0,0
24.5,13.5,19,0,1,0,0,0,0,0
24.5,9,16.8,1.2,0,0.8,0,0.8,0,0
15,12.5,13.8,4.2,0,0,0,0,0,0
17,7,12,6,0,0,0,0,0,0
22.5,10,16.3,1.7,0,23.6,0,23.6,0,0
21.5,14.5,18,0,0,0,0,0,0,0
19,13,16,2,0,0.4,0,0.4,0,0
19.5,13.5,16.5,1.5,0,9,0,9,0,0
16.5,10.5,13.5,4.5,0,1.2,0,1.2,0,0
22,8,15,3,0,0,0,0,0,0
25.5,9,17.3,0.7,0,0,0,0,0,0
26.5,11.5,19,0,1,0,0,0,0,0
27,13,20,0,2,0,0,0,0,0
27,12.5,19.8,0,1.8,0,0,0,0,0
28,13,20.5,0,2.5,0,0,0,0,0
27.5,15.5,21.5,0,3.5,0,0,0,0,0
26.5,17.5,22,0,4,0,0,0,0,0
26,14,20,0,2,0,0,0,0,0
28,12,20,0,2,0,0,0,0,0
33,16.5,24.8,0,6.8,0,0,0,0,0
30.5,17,23.8,0,5.8,0,0,0,0,0
30.5,19,24.8,0,6.8,9.6,0,9.6,0,0
15,10,12.5,5.5,0,0,0,0,0,0
15,5,10,8,0,0,0,0,0,0
20.5,4.5,12.5,5.5,0,0,0,0,0,0
23.5,6.5,15,3,0,0,0,0,0,0
23,10,16.5,1.5,0,11.6,0,11.6,0,0
19.5,11.5,15.5,2.5,0,0,0,0,0,0
20,11,15.5,2.5,0,0,0,0,0,0
18,12.5,15.3,2.7,0,6.4,0,6.4,0,0
20,11,15.5,2.5,0,0,0,0,0,0
10.5,8,9.3,8.7,0,0,0,0,0,0
15.5,2,8.8,9.2,0,0,0,0,0,0
15.5,4.5,10,8,0,0.6,0,0.6,0,0
8,4,6,12,0,0,0,0,0,0
16,-0.5,7.8,10.2,0,0,0,0,0,0
21.5,6,13.8,4.2,0,1.4,0,1.4,0,0
20,6.5,13.3,4.7,0,0,0,0,0,0
19,8,13.5,4.5,0,0,0,0,0,0
21.5,8,14.8,3.2,0,8.4,0,8.4,0,0
19.5,14.5,17,1,0,3,0,3,0,0
14,9,11.5,6.5,0,0,0,0,0,0
12,3,7.5,10.5,0,0,0,0,0,0
11.5,4,7.8,10.2,0,0,0,0,0,0
10,6,8,10,0,1.8,0,1.8,0,0
10,5,7.5,10.5,0,0,0,0,0,0
6,0,3,15,0,16.4,0,16.4,0,0
14,4.5,9.3,8.7,0,22.8,0,22.8,0,0
11,8.5,9.8,8.2,0,0,0,0,0,0
11,6,8.5,9.5,0,0,0,0,0,0
6,-2.5,1.8,16.2,0,0,0,0,0,0
8.5,0.5,4.5,13.5,0,0,0,0,0,0
7.5,-1,3.3,14.7,0,3.8,0,3.8,0,0
-4.5,-10.5,-7.5,25.5,0,0,0,0,0,0
1.5,-1.5,0,18,0,0,0,0,0,0
2.5,-1,0.8,17.2,0,0,0,0,0,0
7,-5,1,17,0,0,0,0,0,0
8,2.5,5.3,12.7,0,3,0,3,0,0
-0.5,-5.5,-3,21,0,0,0,0,0,0
-3.5,-8.5,-6,24,0,0,0,0,4,0
9,-6,1.5,16.5,0,3.4,0,3.4,6,0
1.5,-1.5,0,18,0,0,0,0,0,0
2.5,-8.5,-3,21,0,0,0,0,0,0
